index,brand,Model,gpu_type,Vram,processor_brand,processor_tier,ram_memory,primary_storage_type,primary_storage_capacity,is_touch_screen,display_size,resolution_width,resolution_height,OS,Price
629,asus,Asus ROG Zephyrus G16 2023 GU603ZU-N3023WS Laptop (12th Gen Core i7/ 16GB/ 1TB TRUE/ Win11 Home/ 6GB Graph),dedicated,6,intel,core i7,16,TRUE,1024,FALSE,16,2560,1600,windows,141989
630,lg,LG Gram 14 2023 14Z90R-G.CH54A2 Laptop (13th Gen Core i5/ 16GB/ 512GB TRUE/ Win11),integrated,0,intel,core i5,16,TRUE,512,FALSE,14,1200,1920,windows,98999
631,dell,Dell Alienware m16 Gaming Laptop (AMD Ryzen 9 7845HX/ 32GB/ 2TB TRUE/ Win 11/ 12GB Graph),dedicated,12,amd,ryzen 9,32,TRUE,2048,FALSE,16,1920,1200,windows,299990
632,acer,Acer Nitro 16 AN16-41 Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB TRUE/ Win11 Home/ 8GB Graph),dedicated,8,amd,ryzen 7,16,TRUE,512,FALSE,16,1920,1200,windows,129990
633,lenovo,Lenovo IdeaPad Flex 5 82XX007KIN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB TRUE/ Win11 Home),integrated,0,amd,ryzen 5,16,TRUE,512,TRUE,14,1920,1200,windows,65990
634,acer,Acer Aspire 5 2023 A515-58M Gaming Laptop (13th Gen Core i7/ 8GB/ 512GB TRUE/ Win11 Home/ 4GB Graphic),dedicated,4,intel,core i7,8,TRUE,512,FALSE,15.6,1920,1080,windows,75499
635,hp,HP Chromebook x360 14a-ca0505TU Laptop (Intel Celeron N4120/ 4GB/ 64GB eMMC/ Chrome OS),integrated,0,intel,celeron,4,FALSE,64,TRUE,14,1366,768,chrome,25990
636,asus,Asus Vivobook Pro 15 M6500QC-LK742WS Laptop (Ryzen 7 5800H/ 16GB/ 512GB TRUE/ Win11/ 4GB Graph),dedicated,4,amd,ryzen 7,16,TRUE,512,FALSE,15.6,1920,1080,windows,76600
637,hp,HP ZBook Firefly 16 G9 2023 Workstation PC Laptop (12th Gen Core i5/ 16GB/ 1TB TRUE/ Win11/ 4GB Graphics),dedicated,4,intel,core i5,16,TRUE,1024,FALSE,16,1920,1200,windows,126800
638,fujitsu,Fujitsu UH-X 4ZR1L12856 Laptop (13th Gen Core i7/ 16GB/ 512GB TRUE/ Win11),integrated,0,intel,core i7,16,TRUE,512,FALSE,14,1920,1200,windows,99990
639,hp,HP 2023 ZBook Firefly 16 G9 WUXGA Workstation Laptop (12th Gen Core i7/ 16GB/ 512GB TRUE/ Win11/ 4GB Graphics),dedicated,4,intel,core i7,16,TRUE,512,FALSE,16,1920,1200,windows,133269
640,acer,Acer Aspire Lite AL15-51 2023 Laptop (11th Gen Core i5/ 16GB/ 512GB TRUE/ Win11),integrated,0,intel,core i5,16,TRUE,512,FALSE,15.6,1920,1080,windows,41990
641,hp,HP 15s-fq3073TU Laptop Intel Pentium Silver N6000/ 8GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,pentium,8,TRUE,512,FALSE,15.6,1366,768,windows,32990
642,hp,HP ZBook Firefly 16 G9 2023 Workstation Laptop (12th Gen Core i5/ 16GB/ 512GB TRUE/ Win11/ 4GB Graphics),dedicated,4,intel,core i5,16,TRUE,512,FALSE,16,1920,1200,windows,120449
643,asus,Asus ROG Zephyrus G14 GA402NJ-L8094WS Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB TRUE/ Win11/ 6GB Graph),dedicated,6,amd,ryzen 7,16,TRUE,512,FALSE,14,2560,1600,windows,129990
644,lg,LG UltraPC 16 16U70R-G.AH56A2 Laptop (AMD Ryzen5-7530U/ 16GB/ 512GB TRUE/ Win11),integrated,0,amd,ryzen 5,16,TRUE,512,TRUE,16,1920,1200,windows,78299
645,hp,HP ZBook Studio G9 16 WUXGA Workstation Laptop (12th Gen Core i7/ 16GB/ 1TB TRUE/ Win11/ 6GB Graph),dedicated,6,intel,core i7,16,TRUE,1024,FALSE,16,1920,1200,windows,230060
646,lenovo,Lenovo IdeaPad 1 82V6005CIN Laptop (Celeron N4020/ 4GB/ 256GB TRUE/ Win11 Home),integrated,0,intel,celeron,4,TRUE,256,FALSE,11.6,1366,768,windows,24190
647,lg,LG gram360 16 Laptop (13th Gen Core i7/ 16GB/ 1TB TRUE/ Win11),integrated,0,intel,core i7,16,TRUE,1024,TRUE,16,1600,2560,windows,152499
648,hp,HP Chromebook 15a-nb0002TU Laptop ( Intel Core i3-N305/ 8GB/ 256GB TRUE/ Chrome OS),integrated,0,intel,core i3,8,TRUE,256,FALSE,15.6,1366,768,chrome,50990
649,lg,LG Gram 14 2023 14Z90R-G.CH75A2 Laptop (13th Gen Core i7/ 16GB/ 512GB TRUE/ Win11),integrated,0,intel,core i7,16,TRUE,512,FALSE,14,1200,1920,windows,117899
650,acer,Acer Nitro 5 AN515-58 UN.QFHSI.026 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB TRUE/ Win11/ 4GB Graph),dedicated,4,intel,core i5,16,TRUE,512,FALSE,15.6,1920,1080,windows,71990
651,asus,Asus Vivobook 15 2023 X1504VA-NJ544WS Laptop (13th Gen Core i5/ 16GB/ 512GB TRUE/ Win11),integrated,0,intel,core i5,16,TRUE,512,FALSE,15.6,1920,1080,windows,63990
652,walker,Walker NU14A1 Laptop (Celeron N4020/ 4GB/ 128GB TRUE / Win11 Home),integrated,0,intel,celeron,4,TRUE,128,FALSE,14.1,1920,1080,windows,15990
653,hp,HP 255 G8 6E3Z0PA Laptop (Ryzen 3 3250U/ 8GB/512GB TRUE/ Dos),integrated,0,amd,ryzen 3,8,TRUE,512,FALSE,15.6,1366,768,dos,23999
654,dell,Dell Inspiron 14 5430 2023 Laptop (13th Gen Core i5/ 8GB/ 1TB TRUE/ Win11),integrated,0,intel,core i5,8,TRUE,1024,FALSE,14,1920,1200,windows,65500
655,dell,Dell Inspiron 2023 14 5430 Laptop (13th Gen Core i5/ 16GB/ 1TB TRUE/ Win11),integrated,0,intel,core i5,16,TRUE,1024,FALSE,14,1920,1200,windows,73990
656,hp,HP Omen 16-wd0990TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB TRUE/ Win11 Home/ 6GB Graph),dedicated,6,intel,core i5,16,TRUE,512,FALSE,16.1,2560,1440,windows,97999
657,lenovo,Lenovo S14 Gen 3 82TW001CIH Laptop (12th Gen Core i5/ 8GB/ 512GB TRUE/ Win11),integrated,0,intel,core i5,8,TRUE,512,FALSE,14,1920,1080,windows,52990
658,lenovo,Lenovo IdeaPad Gaming 3 15ACH6 82K2022YIN Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB TRUE/ Win11 Home/ 4GB Graph),dedicated,4,amd,ryzen 5,8,TRUE,512,FALSE,15.6,1920,1080,windows,62990
659,msi,MSI Katana GF66 12UCOK 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB TRUE/ Win11 Home/ 4GB Graph),dedicated,4,intel,core i5,16,TRUE,512,FALSE,15.6,1920,1080,windows,73990
660,lenovo,Lenovo ThinkBook 15 21JF002CIN Laptop (AMD Ryzen 3 7330U/ 8 GB/ 512 GB TRUE/ DOS),integrated,0,amd,ryzen 3,8,TRUE,512,FALSE,15.6,1920,1080,dos,32899
661,lenovo,Lenovo IdeaPad 1 14IGL7 82V6005EIN Laptop (Celeron Dual Core/ 8GB/ 256GB TRUE/ Win11 Home),integrated,0,intel,celeron,8,TRUE,256,FALSE,14,1366,768,windows,24990
662,msi,MSI Thin GF63 11SC-1477IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB TRUE/ Win11 Home/ 4GB Graph),dedicated,4,intel,core i5,8,TRUE,512,FALSE,15.6,1920,1080,windows,47990
663,asus,Asus Vivobook 15 OLED 2023 X1505VAU-LK543WS Laptop (13th Gen Core i5/ 16GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i5,16,TRUE,512,FALSE,15.6,1920,1080,windows,73990
664,asus,Asus Vivobook 16X 2023 K3605ZU-MB541WS Laptop (12th Gen Core i5/ 16GB/ 512GB TRUE/ Win11 Home/ 6GB Graph),dedicated,6,intel,core i5,16,TRUE,512,FALSE,16,1920,1200,windows,99990
665,lenovo,Lenovo IdeaPad Gaming 3 82K101LHIN Laptop (11th Gen Core i5/ 16GB/ 512GB TRUE/ Win11 Home/ 4GB Graph),dedicated,4,intel,core i5,16,TRUE,512,FALSE,15.6,1920,1080,windows,52990
666,asus,Asus Vivobook 15 2023 X1504VA-NJ543WS Laptop (13th Gen Core i5/ 16GB/ 512GB TRUE/ Win11),integrated,0,intel,core i5,16,TRUE,512,FALSE,15.6,1920,1080,windows,61990
667,lenovo,Lenovo ThinkPad E14 21JRS00T00 Laptop (AMD Ryzen 5 7530U/ 8GB/ 512GB TRUE/ Win11 Home),integrated,0,amd,ryzen 5,8,TRUE,512,FALSE,14,1920,1200,windows,69345
668,lenovo,Lenovo IdeaPad Slim 3 2023 82X70033IN Laptop (13th Gen Core i3/ 8GB/ 512GB TRUE/ Win11),integrated,0,intel,core i3,8,TRUE,512,FALSE,15.6,1920,1080,windows,44990
669,hp,HP Envy x360 15-fe0028TU Laptop (13th Gen Core i5/ 16GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i5,16,TRUE,512,TRUE,15.6,1920,1080,windows,96590
670,hp,HP Envy x360 15-fe0027TU Laptop (13th Gen Core i5/ 16GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i5,16,TRUE,512,TRUE,15.6,1920,1080,windows,87990
671,hp,HP Envy x360 15-fh0016AU Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB TRUE/ Win11 Home),integrated,0,amd,ryzen 5,16,TRUE,512,TRUE,15.6,1920,1080,windows,86690
672,hp,HP Envy x360 15-fh0019AU Laptop (AMD Ryzen 7 7730U/ 16GB/ 512GB TRUE/ Win11 Home),integrated,0,amd,ryzen 7,16,TRUE,512,TRUE,15.6,1920,1080,windows,87690
673,hp,HP Envy x360 15-fh0015AU Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB TRUE/ Win11 Home),integrated,0,amd,ryzen 5,16,TRUE,512,TRUE,15.6,1920,1080,windows,78890
674,hp,HP Envy x360 15-ew0041TU Laptop (12th Gen Core i5/ 16GB/ 512GB TRUE/ Win11),integrated,0,intel,core i5,16,TRUE,512,TRUE,15.6,1920,1080,windows,83990
675,hp,HP 14-em0025AU Laptop (AMD Ryzen  3 7320U/ 8GB/ 512GB TRUE/ Win11 Home),integrated,0,amd,ryzen 3,8,TRUE,512,FALSE,14,1920,1080,windows,38990
676,hp,HP 14-em0027AU Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB TRUE/ Win11 Home),integrated,0,amd,ryzen 5,16,TRUE,512,FALSE,14,1920,1080,windows,50990
677,asus,Asus Vivobook 15 X1502ZA-EJ523WS Laptop (12th Gen Core i5/ 8GB/ 512GB TRUE/ Win11),integrated,0,intel,core i5,8,TRUE,512,FALSE,15.6,1920,1080,windows,55990
678,dell,Dell Vostro 15 3510 Laptop (11th Gen Core i3/ 8GB/ 1TB 256GB TRUE/ Win11 Home),integrated,0,intel,core i3,8,FALSE,1024,FALSE,15.6,1920,1080,windows,39290
679,hp,HP Pavilion Plus 14-eh1047TU Laptop (13th Gen Core i7/ 16GB/ 512GB TRUE/ Win 11),integrated,0,intel,core i7,16,TRUE,512,FALSE,14,2880,1800,windows,107763
680,dell,Dell Inspiron 7430 2 in 1 Laptop (13th Gen Core i3/ 8GB/ 1TB TRUE/ Win11),integrated,0,intel,core i3,8,TRUE,1024,TRUE,14,1920,1200,windows,59990
681,lenovo,Lenovo IdeaPad Gaming 3 82K2025LIN Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB TRUE/ Win11 Home/ 4GB Graph),dedicated,4,amd,ryzen 5,16,TRUE,512,FALSE,15.6,1920,1080,windows,72990
682,lenovo,Lenovo ThinkPad E14 21JRS00U00 Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB TRUE/ Win11 Home),integrated,0,amd,ryzen 5,16,TRUE,512,FALSE,14,1920,1080,windows,56700
683,lenovo,Lenovo Thinkpad E15 21E6S05B00 Laptop (12th Gen Core i5/ 8GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i5,8,TRUE,512,FALSE,15.6,1920,1080,windows,65990
684,lenovo,Lenovo Thinkbook 15 21DJ00EXIH Laptop (12th Gen Core i5/ 8GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i5,8,TRUE,512,FALSE,15.6,1920,1080,windows,53990
685,hp,HP Pavilion Plus 14-eh1022TU Laptop (13th Gen Core i5/ 16GB/ 512GB TRUE/ Win 11),integrated,0,intel,core i5,16,TRUE,512,FALSE,14,2240,1400,windows,78019
686,acer,Acer Aspire Lite AL15-51 UN.431SI.252 Laptop (11th Gen Core i3/ 8GB/ 512GB TRUE/ Win11),integrated,0,intel,core i3,8,TRUE,512,FALSE,15.6,1920,1080,windows,30790
687,lenovo,Lenovo IdeaPad Gaming 3 15ACH6 82K2025JIN Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB TRUE/ Win11 Home/ 4GB Graph),dedicated,4,amd,ryzen 5,8,TRUE,512,FALSE,15.6,1920,1080,windows,57390
688,hp,HP Zbook Power G4-A 2023 ZHAN 99 Laptop (AMD Ryzen 5 6600H/ 16GB/ 1TB 512GB TRUE/ Win11/ 4GB Graph),dedicated,4,amd,ryzen 5,16,FALSE,1024,FALSE,15.6,1920,1080,windows,115706
689,dell,Dell Inspiron 3535 Laptop (AMD Ryzen R5-7520U/ 8GB/ 512GB TRUE/ Win11),integrated,0,amd,ryzen 5,8,TRUE,512,FALSE,15.6,1920,1080,windows,41808
690,hp,HP Envy 15-fe0030TU Laptop (13th Gen Core i7/ 16GB/ 512GB TRUE/ Win11),integrated,0,intel,core i7,16,TRUE,512,TRUE,15.6,1920,1080,windows,109990
691,hp,HP 14-hr0001AU Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB TRUE/ Win11 Home),integrated,0,amd,ryzen 5,8,TRUE,512,FALSE,14,1920,1080,windows,44990
692,hp,HP 14-gr0000TU Laptop (13th Gen Core i3/ 8GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i3,8,TRUE,512,FALSE,14,1920,1080,windows,47990
693,hp,HP 14-hr0000AU Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB TRUE/ Win11 Home),integrated,0,amd,ryzen 5,16,TRUE,512,FALSE,14,1920,1080,windows,52990
694,hp,HP Envy 15-fe0032TU Laptop (13th Gen Core i7/ 16GB/ 1TB TRUE/ Win11),integrated,0,intel,core i7,16,TRUE,1024,TRUE,15.6,1920,1080,windows,115990
695,asus,Asus Vivobook 16X 2023 K3605ZF-MBN544WS Laptop (12th Gen Core i5/ 16GB/ 512GB TRUE/ Win11 Home/ 4GB Graph),dedicated,4,intel,core i5,16,TRUE,512,FALSE,16,1920,1200,windows,83599
696,asus,Asus ROG Zephyrus G14 2023 GA402XU-N2045WS Gaming Laptop (AMD Ryzen 9 7940HS/ 16GB/ 1TB TRUE/ Win11/ 6GB Graph),dedicated,6,amd,ryzen 9,16,TRUE,1024,FALSE,14,2560,1600,windows,139990
697,dell,Dell Inspiron 5430 2023 Laptop (13th Gen Core i7/ 16GB/ 512GB TRUE/ Win11),integrated,0,intel,core i7,16,TRUE,512,FALSE,14,1920,1080,windows,87990
698,asus,Asus TUF Gaming F15 FX506HF-HN026W Gaming Laptop (11th Gen Core i5/ 8GB/ 1TB TRUE/ Win11/ 4GB Graph),dedicated,4,intel,core i5,8,TRUE,1024,FALSE,15.6,1920,1080,windows,58990
699,lenovo,Lenovo ThinkBook 15 G5 21JFA00QIN Laptop (AMD Ryzen 7 7730U/ 8 GB/ 512 GB TRUE/ DOS),integrated,0,amd,ryzen 7,8,TRUE,512,FALSE,15.6,1920,1080,dos,49990
700,lenovo,Lenovo IdeaPad Gaming 3 82K2022VIN Laptop (AMD Ryzen 5-5600H/ 8GB/ 512GB TRUE/ Win11 Home/ 4GB Graph),dedicated,4,amd,ryzen 5,8,TRUE,512,FALSE,15.6,1920,1080,windows,60490
701,lenovo,Lenovo IdeaPad 3 15ITL05 81X800N2IN Laptop (11th Gen Core i3/ 8GB/ 512GB TRUE/ Win11),integrated,0,intel,core i3,8,TRUE,512,FALSE,15.6,1920,1080,windows,35490
702,lenovo,Lenovo IdeaPad Gaming 3 15IAH7 82S9014KIN Laptop (12th Gen Core i5/ 16GB/ 512GB TRUE/ Win11 Home/ 4GB Graph),dedicated,4,intel,core i5,16,TRUE,512,FALSE,15.6,1920,1080,windows,71990
703,dell,Dell Inspiron 7420 2in1 Laptop (12th Gen Core i7/ 16GB/ 512GB TRUE/ Win11),integrated,0,intel,core i7,16,TRUE,512,TRUE,14,1920,1200,windows,90490
704,hp,HP 14-em0026AU Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB TRUE/ Win11 Home),integrated,0,amd,ryzen 5,8,TRUE,512,FALSE,14,1920,1080,windows,44990
705,msi,MSI Cyborg 15 A12VF-049IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB TRUE/ Win11 Home/ 8GB Graph),dedicated,8,intel,core i7,16,TRUE,512,FALSE,15.6,1920,1080,windows,111990
706,lenovo,Lenovo ThinkPad E14 Gen 4 21E3S06Q00 Laptop (12th Gen Core i3/ 8GB/ 512GB TRUE/ DOS),integrated,0,intel,core i3,8,TRUE,512,FALSE,14,1920,1080,dos,45500
707,dell,Dell Vostro 5620 Laptop (12th Gen Core i3/ 8GB/ 512GB TRUE/ Win11),integrated,0,intel,core i3,8,TRUE,512,FALSE,16,1920,1080,windows,40990
708,dell,Dell Vostro 3525 D560926WIN9B Laptop (AMD Ryzen 5-5500U/ 8GB/ 512GB TRUE/ Win11),integrated,0,amd,ryzen 5,8,TRUE,512,FALSE,15.6,1920,1080,windows,43690
709,lenovo,Lenovo ThinkPad E14 Gen 4 21E3S06D00 Laptop (12th Gen Core i3/ 8GB/ 512GB TRUE/ Win11),integrated,0,intel,core i3,8,TRUE,512,FALSE,14,1920,1080,windows,49999
710,lenovo,Lenovo Thinkpad E14 21E3S06300 Laptop (12th Gen Core i5/ 8GB/ 512GB TRUE/ DOS),integrated,0,intel,core i5,8,TRUE,512,FALSE,14,1920,1080,dos,66199
711,acer,Acer Aspire 3 A315-510P Laptop (Intel Core i3 N305/ 8GB/ 256GB TRUE/ Win11 Home),integrated,0,intel,core i3,8,TRUE,256,FALSE,15.6,1920,1080,windows,29980
712,dell,Dell Inspiron 16 5635 Laptop (AMD Ryzen 5 7530U/ 8GB/ 512GB TRUE/ Win11),integrated,0,amd,ryzen 5,8,TRUE,512,FALSE,16,1920,1200,windows,55990
713,acer,Acer Aspire 3 NX.KDESI.008 Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB TRUE/ Win11 Home),integrated,0,amd,ryzen 3,8,TRUE,512,FALSE,15.6,1920,1080,windows,29490
714,lenovo,Lenovo IdeaPad Slim 3 82XQ008EIN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB TRUE/ Win11 Home),integrated,0,amd,ryzen 3,8,TRUE,512,FALSE,15.6,1920,1080,windows,33490
715,hp,HP Pavilion 14-dv1043TU Laptop (11th Gen Core i5/ 8GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i5,8,TRUE,512,FALSE,14,1920,1080,windows,53699
716,acer,Acer Aspire 5 A515-58M 2023 Gaming Laptop (13th Gen Core i3/ 8GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i3,8,TRUE,512,FALSE,15.6,1920,1080,windows,42990
717,msi,MSI Bravo 15 C7UCXK-094IN Gaming Laptop (AMD Ryzen 5 7535HS/ 16 GB RAM/ 512 GB TRUE/ Win 11/ 4 GB Graphics),dedicated,4,amd,ryzen 5,16,TRUE,512,FALSE,15.6,1920,1080,windows,57990
718,msi,MSI Bravo 15 C7UCXK-095IN Gaming Laptop (AMD Ryzen 5 7535HS/ 8 GB RAM/ 512 GB TRUE/ Win 11/ 4 GB Graphics),dedicated,4,amd,ryzen 5,8,TRUE,512,FALSE,15.6,1920,1080,windows,54990
719,dell,Dell Latitude 3420 GD723YX17 Laptop (11th Gen Core i5/ 8GB/ 512GB TRUE/ Ubuntu),integrated,0,intel,core i5,8,TRUE,512,FALSE,14,1366,768,ubuntu,47990
720,msi,MSI Bravo 15 C7VFK-087IN Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 1TB TRUE/ Win11 Home/ 8GB Graph),dedicated,8,amd,ryzen 7,16,TRUE,1024,FALSE,15.6,1920,1080,windows,104990
721,msi,MSI Bravo 15 C7UDXK-093IN Gaming Laptop (AMD Ryzen 5 7535HS/ 16 GB RAM/ 512 GB TRUE/ Win 11/ 6 GB Graphics),dedicated,6,amd,ryzen 5,16,TRUE,512,FALSE,15.6,1920,1080,windows,74990
722,msi,MSI Bravo 15 C7VEK-088IN Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 1TB TRUE/ Win11 Home/ 6GB Graph),dedicated,0,amd,ryzen 7,16,TRUE,1024,FALSE,15.6,1920,1080,windows,94990
723,acer,Acer One 14 Z8-415 2023 Laptop (11th Gen Core i5 / 16GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i5,16,TRUE,512,FALSE,14,1920,1080,windows,40990
724,msi,MSI Thin GF63 11UCX-1471IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB TRUE/ Win11 Home/ 4GB Graph),dedicated,4,intel,core i5,8,TRUE,512,FALSE,15.6,1920,1080,windows,50990
725,asus,Asus Vivobook 15 X1504ZA-NJ521WS Laptop (12th Gen Core i5/ 8GB/ 512GB TRUE/ Win11),integrated,0,intel,core i5,8,TRUE,512,FALSE,15.6,1920,1080,windows,47980
726,msi,MSI Bravo 17 C7VEK-035IN Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 1TB TRUE/ Win11 Home/ 6GB Graph),dedicated,6,amd,ryzen 7,16,TRUE,1024,FALSE,17.3,1920,1080,windows,94990
727,msi,MSI Bravo 15 C7VEK-089IN Gaming Laptop (AMD Ryzen 5 7535HS/ 16GB/ 512GB TRUE/ Win11 Home/ 6GB Graph),dedicated,6,amd,ryzen 5,16,TRUE,512,FALSE,15.6,1920,1080,windows,84990
728,hp,HP 255 G9 7M654PA Laptop (12th Gen Core i3/ 8GB/ 512 GB TRUE/ Win11),integrated,0,intel,core i3,8,TRUE,512,FALSE,15.6,1366,768,windows,38990
729,dell,Dell Inspiron 5620 ICC-C783531WIN8 Laptop (12th Gen Core i5/ 16GB/ 512GB TRUE/ Win11/ 2GB Graph),dedicated,2,intel,core i5,16,TRUE,512,FALSE,16,1920,1080,windows,79690
730,msi,MSI Modern 14 C12M-670IN Laptop (12th Gen Core i7/ 8GB/ 512GB TRUE/ Win11 Home) Price,integrated,0,intel,core i7,8,TRUE,512,FALSE,14,1920,1080,windows,60990
731,msi,MSI Thin GF63 11UC-1475IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB TRUE/ Win11 Home/ 4GB Graph),dedicated,4,intel,core i5,8,TRUE,512,FALSE,15.6,1920,1080,windows,51990
732,dell,Dell XPS 9530 2023 Laptop (13th Gen Core i7/ 32GB/ 1TB TRUE/ Win11/ 6GB Graph),dedicated,6,intel,core i7,32,TRUE,1024,TRUE,15.6,3456,2160,windows,279490
733,dell,Dell XPS 13 Plus 9320 2023 Laptop (13th Gen Core i7/ 32GB/ 1TB TRUE/ Win11),integrated,0,intel,core i7,32,TRUE,1024,TRUE,13.4,3840,2400,windows,201990
734,lenovo,Lenovo Thinkpad E14 G4 21E3006UIG Laptop (12th Gen Core i5/ 8GB/ 512GB TRUE/ DOS),integrated,0,intel,core i5,8,TRUE,512,FALSE,14,1920,1080,dos,67000
735,lenovo,Lenovo Thinkpad E14 G4 21E3S02M00 Laptop (12th Gen Core i7/ 16GB/ 512GB TRUE/ Win11 Pro),integrated,0,intel,core i7,16,TRUE,512,FALSE,14,1920,1080,windows,125000
736,lg,LG UltraPC 16 16U70R-G.AH76A2 Laptop (AMD Ryzen7-7730U/ 16GB/ 512GB TRUE/ Win11),integrated,0,amd,ryzen 7,16,TRUE,512,TRUE,16,1920,1200,windows,89799
737,lg,LG Gram Style 14 14Z90RS-G.CH74A2 Laptop (13th Gen Core i7/ 16GB/ 512GB TRUE/ Win11),integrated,0,intel,core i7,16,TRUE,512,FALSE,14,2880,1800,windows,150999
738,hp,HP Zbook Power G4-A Laptop (AMD Ryzen 7 6800H/ 16GB/ 1TB TRUE/ Win11/ 4GB Graph),dedicated,4,amd,ryzen 7,16,TRUE,1024,FALSE,15.6,1920,1080,windows,131316
739,lenovo,Lenovo Thinkbook 14 Gen 4 Laptop (12th Gen Core i5/ 16GB/ 1TB TRUE/ Win11 Pro),integrated,0,intel,core i5,16,TRUE,1024,FALSE,14,1920,1080,windows,75499
740,axl,AXL Vayu Book LAP02 Laptop (Celeron N4020/ 4GB/ 256GB TRUE / Win11 Home),integrated,0,intel,celeron,4,TRUE,256,FALSE,15.6,1920,1080,windows,17990
741,msi,MSI Modern 14 C7M-218IN Laptop (Ryzen 7 7730U/ 16GB/ 512GB TRUE/ Win11),integrated,0,amd,ryzen 7,16,TRUE,512,FALSE,14,1920,1080,windows,52990
742,axl,AXL Vayu Book LAP01 Laptop (Celeron N4020/ 4GB/ 128GB TRUE / Win11 Home),integrated,0,intel,celeron,4,TRUE,128,FALSE,14.1,1920,1080,windows,14990
743,dell,Dell Inspiron 3525 D560927WIN9S Laptop (AMD Ryzen 5-5500U/ 8GB/ 512GB TRUE/ Win11),integrated,0,amd,ryzen 5,8,TRUE,512,FALSE,15.6,1920,1080,windows,40890
744,lenovo,Lenovo ThinkBook 15 G3 ACL 21A4A08UIH Laptop (AMD Ryzen 5 5500U/ 8 GB/ 512 GB TRUE/ DOS),integrated,0,amd,ryzen 5,8,TRUE,512,FALSE,15.6,1920,1080,dos,40990
745,asus,Asus Vivobook 14X 90NB11H2-M004D0 Laptop (12th Gen Core i5/ 16GB/ 512GB TRUE/ Win11/4 GB Graphics),dedicated,4,intel,core i5,16,TRUE,512,FALSE,14,1920,1200,windows,69990
746,lenovo,Lenovo S14 82TW0019IH Laptop (12th Gen Core i5/ 8GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i5,8,TRUE,512,FALSE,14,1920,1080,windows,46990
747,hp,HP Pavilion 15-EH3101AU Laptop (AMD Ryzen 7- 7730U/ 16GB/ 512GB TRUE/ Win11 Home),integrated,0,amd,ryzen 7,16,TRUE,512,FALSE,15.6,1920,1080,windows,65100
748,lenovo,Lenovo ThinkBook 15 G3 ACL 21A4A08VIH Laptop (AMD Ryzen 5 5500U/ 8 GB/ 512 GB TRUE/ Win11 Home),integrated,0,amd,ryzen 5,8,TRUE,512,FALSE,15.6,1920,1080,windows,38171
749,asus,Asus Vivobook Pro 15 M6500QF-HN741WS  Laptop (Ryzen 7 5800H/ 16GB/ 512GB TRUE/ Win11/ 4GB Graph),dedicated,4,amd,ryzen 7,16,TRUE,512,FALSE,15.6,1920,1080,windows,64990
750,dell,Dell Alienware x14 R2 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB TRUE/ Win 11/ 6GB Graph),dedicated,6,intel,core i7,16,TRUE,1024,FALSE,14,2560,1600,windows,205490
751,asus,Asus Vivobook S15 OLED 2023 S5504VA-MA554WS Laptop (13th Gen Core i5/ 16GB/ 1TB TRUE/ Win11),integrated,0,intel,core i5,16,TRUE,1024,FALSE,15.6,2880,1620,windows,95300
